marque,modele,marque_et_modele,boite_vitesse,couleur,critair,categorie,cylindree,kilometrage,nb_places,nb_portes,nb_vitesses,puissance_fiscale,puissance_physique,carburant,annee,nb_roues_motrices,prix
peugeot,3008,peugeot 3008,automatique,Noir,niveau 1,suv-4x4,1199,18411,5,5,8,7,130,essence,2023,2 roues motrices,36300
peugeot,3008,peugeot 3008,automatique,Noir,niveau 1,suv-4x4,1199,18411,5,5,8,7,130,essence,2023,2 roues motrices,36300
ford,b-max,ford b-max,manuelle,Noir,niveau 1,monospace,998,52000,5,5,5,5,100,essence,2015,2 roues motrices,10990
citroën,c5 aircross,citroën c5 aircross,automatique,Noir,niveau 1,suv-4x4,1199,1916,5,5,8,7,131,essence,2023,2 roues motrices,33600
peugeot,2008,peugeot 2008,automatique,Noir,niveau 0,suv-4x4,0,15000,5,5,1,4,136,electrique,2022,2 roues motrices,25490
citroën,c4,citroën c4,automatique,Rouge,niveau 1,berline,1199,16913,5,5,8,7,131,essence,2021,2 roues motrices,24990
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,24647,5,5,6,5,100,essence,2021,2 roues motrices,16970
nissan,juke,nissan juke,manuelle,Gris,niveau 1,suv-4x4,1197,85600,5,5,6,6,115,essence,2018,2 roues motrices,12990
citroën,c5 aircross,citroën c5 aircross,automatique,Noir,niveau 1,suv-4x4,1199,1916,5,5,8,7,131,essence,2023,2 roues motrices,33600
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,4372,5,5,8,7,130,essence,2023,2 roues motrices,27990
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,51721,5,5,6,5,100,essence,2020,2 roues motrices,19490
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,18999,5,5,5,4,75,essence,2022,2 roues motrices,18490
peugeot,2008,peugeot 2008,manuelle,Brun,niveau 2,suv-4x4,1499,91997,5,5,5,5,102,diesel,2019,2 roues motrices,13490
peugeot,308,peugeot 308,automatique,Bleu,niveau 2,berline,1499,116514,5,5,8,7,130,diesel,2020,2 roues motrices,16890
peugeot,208,peugeot 208,automatique,Jaune,niveau 0,citadine,0,34892,5,5,1,4,136,electrique,2020,2 roues motrices,20490
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,47440,5,5,6,5,100,essence,2020,2 roues motrices,19990
peugeot,308,peugeot 308,automatique,Bleu,niveau 2,berline,1499,71402,5,5,8,6,130,diesel,2020,2 roues motrices,20489
renault,scenic,renault scenic,manuelle,Gris,niveau 2,monospace,1461,95407,5,5,6,5,110,diesel,2013,2 roues motrices,9490
ds,ds 3,ds ds 3,automatique,Blanc,niveau 0,citadine,0,45084,5,5,1,4,136,electrique,2020,2 roues motrices,23989
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,346,5,5,5,4,75,essence,2022,2 roues motrices,15990
peugeot,3008,peugeot 3008,automatique,Noir,niveau 1,suv-4x4,1199,18411,5,5,8,7,130,essence,2023,2 roues motrices,36300
renault,captur,renault captur,manuelle,Orange,niveau 1,suv-4x4,1197,44429,5,5,6,6,120,essence,2018,2 roues motrices,13990
peugeot,208,peugeot 208,manuelle,Noir,niveau 1,citadine,1199,48725,5,5,6,5,100,essence,2020,2 roues motrices,18490
citroën,c5 aircross,citroën c5 aircross,automatique,Noir,niveau 1,suv-4x4,1199,1916,5,5,8,7,131,essence,2023,2 roues motrices,33600
fiat,500,fiat 500,automatique,Blanc,niveau 0,citadine,0,12227,4,2,1,3,118,electrique,2021,2 roues motrices,24490
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,50634,5,5,8,7,130,essence,2020,2 roues motrices,21600
peugeot,rifter,peugeot rifter,manuelle,Brun,niveau 1,familiale,1199,114886,5,5,6,6,110,essence,2019,2 roues motrices,22990
renault,captur,renault captur,manuelle,Gris,niveau 1,suv-4x4,898,56017,5,5,5,5,90,essence,2019,2 roues motrices,13790
peugeot,partner,peugeot partner,manuelle,Blanc,niveau 2,utilitaire,1499,98807,2,4,5,5,75,diesel,2019,2 roues motrices,15780
citroën,c4,citroën c4,manuelle,Noir,niveau 1,berline,1199,48069,5,5,6,5,102,essence,2022,2 roues motrices,18690
renault,megane,renault megane,automatique,Bleu,niveau 1,berline,1332,76205,5,5,7,7,140,essence,2019,2 roues motrices,16990
fiat,500,fiat 500,automatique,Noir,niveau 0,citadine,0,17210,4,3,1,3,118,electrique,2021,2 roues motrices,19990
citroën,c3 aircross,citroën c3 aircross,manuelle,Sable,niveau 1,suv-4x4,1199,24187,5,5,6,6,110,essence,2021,2 roues motrices,19090
peugeot,308,peugeot 308,automatique,Gris,niveau 1,berline,1199,131325,5,5,8,7,130,essence,2019,2 roues motrices,14690
peugeot,308,peugeot 308,automatique,Gris,niveau 1,berline,1199,34600,5,5,8,7,130,essence,2022,2 roues motrices,28790
peugeot,2008,peugeot 2008,automatique,Blanc,niveau 2,suv-4x4,1499,70876,5,5,8,7,130,diesel,2020,2 roues motrices,22490
renault,captur,renault captur,manuelle,Blanc,niveau 1,suv-4x4,899,84000,5,5,5,5,90,essence,2017,2 roues motrices,11290
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,65585,5,5,6,7,130,essence,2019,2 roues motrices,16290
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,28153,5,5,5,4,83,essence,2020,2 roues motrices,13550
peugeot,208,peugeot 208,manuelle,Bleu,niveau 1,citadine,1199,19019,5,5,6,5,100,essence,2019,2 roues motrices,18590
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,7915,5,5,5,4,83,essence,2022,2 roues motrices,16290
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,26976,5,5,6,7,130,essence,2021,2 roues motrices,21790
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,91586,5,5,5,4,82,essence,2018,2 roues motrices,11190
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,8397,5,5,8,7,130,essence,2022,2 roues motrices,26690
nissan,micra,nissan micra,manuelle,Rouge,niveau 1,citadine,999,31947,5,5,5,5,100,essence,2021,2 roues motrices,13390
peugeot,2008,peugeot 2008,automatique,Bleu,niveau 1,suv-4x4,1199,25333,5,5,8,7,130,essence,2021,2 roues motrices,24790
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,12717,5,5,6,5,100,essence,2020,2 roues motrices,17990
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,44566,5,5,6,7,130,essence,2020,2 roues motrices,21990
mini,one,mini one,manuelle,Noir,niveau 1,citadine,1499,43952,4,3,6,5,102,essence,2019,2 roues motrices,16990
peugeot,208,peugeot 208,manuelle,Noir,niveau 2,citadine,1499,82851,5,5,6,5,100,diesel,2019,2 roues motrices,15290
nissan,leaf,nissan leaf,automatique,Noir,niveau 0,berline,0,23919,5,5,1,6,150,electrique,2021,2 roues motrices,18990
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,50116,5,5,8,6,130,essence,2020,2 roues motrices,20290
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,50456,5,5,5,4,82,essence,2018,2 roues motrices,12580
peugeot,2008,peugeot 2008,automatique,Gris,niveau 2,suv-4x4,,5587,5,5,8,7,130,diesel,2023,,28970
peugeot,208,peugeot 208,manuelle,Blanc,niveau 1,citadine,1199,61175,5,5,5,4,75,essence,2020,2 roues motrices,13890
opel,astra,opel astra,manuelle,Rouge,niveau 2,berline,1598,79100,5,5,6,7,136,diesel,2018,2 roues motrices,14900
citroën,jumpy,citroën jumpy,automatique,Blanc,niveau 2,utilitaire,1997,91950,3,4,8,7,177,diesel,2020,2 roues motrices,26990
peugeot,208,peugeot 208,manuelle,Blanc,niveau 2,citadine,1560,92931,5,3,5,4,75,diesel,2017,2 roues motrices,9990
peugeot,3008,peugeot 3008,manuelle,Blanc,niveau 2,suv-4x4,1499,20515,5,5,6,7,131,diesel,2022,2 roues motrices,31490
peugeot,208,peugeot 208,manuelle,Jaune,niveau 2,citadine,1499,35377,5,5,6,5,102,diesel,2022,2 roues motrices,17990
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 2,suv-4x4,1499,19828,5,5,6,6,109,diesel,2021,2 roues motrices,23490
peugeot,3008,peugeot 3008,automatique,Gris,niveau 2,suv-4x4,1499,96355,5,5,8,6,130,diesel,2019,2 roues motrices,23290
opel,corsa,opel corsa,manuelle,Noir,niveau 1,citadine,1199,14403,5,5,6,5,100,essence,2022,2 roues motrices,18490
opel,mokka,opel mokka,manuelle,Rouge,niveau 1,suv-4x4,1199,17850,5,5,6,5,100,essence,2022,2 roues motrices,22990
citroën,c4,citroën c4,manuelle,Gris,niveau 1,berline,1199,16826,5,5,6,5,102,essence,2023,2 roues motrices,23990
citroën,c5 aircross,citroën c5 aircross,automatique,Noir,niveau 1,suv-4x4,1598,6353,5,5,8,10,181,hybride rechargeable,2023,2 roues motrices,37990
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,15876,5,5,6,5,100,essence,2022,2 roues motrices,16990
opel,crossland,opel crossland,automatique,Bleu,niveau 2,suv-4x4,1499,116792,5,5,6,6,120,diesel,2019,2 roues motrices,13990
opel,mokka,opel mokka,manuelle,Blanc,niveau 1,suv-4x4,1199,22664,5,5,6,5,100,essence,2022,2 roues motrices,22276
citroën,c3 aircross,citroën c3 aircross,manuelle,Gris,niveau 2,suv-4x4,1499,5178,5,5,6,6,110,diesel,2022,2 roues motrices,21990
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,110,12969,5,5,6,6,110,essence,2022,,19900
audi,a5,audi a5,automatique,Gris,niveau 1,berline,150,43100,5,5,7,8,150,hybride,2021,,36790
peugeot,boxer,peugeot boxer,manuelle,Blanc,niveau 2,utilitaire,1997,38073,4,4,6,7,130,diesel,2019,2 roues motrices,22690
opel,mokka,opel mokka,manuelle,Gris,niveau 1,suv-4x4,1199,21173,5,5,6,5,100,essence,2022,2 roues motrices,19890
peugeot,308,peugeot 308,automatique,Rouge,niveau 1,berline,1598,123,5,5,8,8,150,hybride rechargeable,2023,2 roues motrices,39990
peugeot,2008,peugeot 2008,manuelle,Noir,niveau 1,suv-4x4,1199,62500,5,5,6,5,110,essence,2019,2 roues motrices,15490
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1199,3771,5,5,8,7,131,essence,2023,2 roues motrices,30990
peugeot,5008,peugeot 5008,automatique,Bleu,niveau 2,suv-4x4,1499,3520,7,5,8,7,131,diesel,2023,2 roues motrices,34990
peugeot,5008,peugeot 5008,automatique,Gris,niveau 2,suv-4x4,1499,3062,7,5,8,7,131,diesel,2023,2 roues motrices,34990
citroën,c5 aircross,citroën c5 aircross,manuelle,Gris,niveau 1,suv-4x4,1199,81962,5,5,6,7,131,essence,2019,2 roues motrices,20990
peugeot,208,peugeot 208,manuelle,Gris,niveau 2,citadine,1499,65245,5,5,6,5,102,diesel,2022,2 roues motrices,15489
peugeot,3008,peugeot 3008,manuelle,Gris,niveau 1,suv-4x4,1199,63996,5,5,6,7,131,essence,2019,2 roues motrices,21490
peugeot,2008,peugeot 2008,automatique,Gris,niveau 2,suv-4x4,1499,46100,5,5,8,7,131,diesel,2021,2 roues motrices,25490
citroën,c3,citroën c3,manuelle,Sable,niveau 2,citadine,1499,24013,5,5,6,5,102,diesel,2021,2 roues motrices,14480
peugeot,partner,peugeot partner,manuelle,Blanc,niveau 2,utilitaire,1499,55463,2,3,5,4,75,diesel,2021,2 roues motrices,19990
peugeot,408,peugeot 408,automatique,Blanc,niveau 1,berline,1199,10,5,5,8,7,131,essence,2023,2 roues motrices,38590
peugeot,208,peugeot 208,automatique,Rouge,niveau 0,citadine,0,28310,5,5,0,4,136,electrique,2021,2 roues motrices,23380
citroën,berlingo,citroën berlingo,manuelle,Blanc,niveau 2,familiale,1499,66100,5,5,6,5,102,diesel,2021,2 roues motrices,22490
citroën,c3,citroën c3,manuelle,Sable,niveau 2,citadine,1499,62400,5,5,6,5,102,diesel,2021,2 roues motrices,12989
opel,mokka,opel mokka,manuelle,Rouge,niveau 1,suv-4x4,1199,24076,5,5,6,5,100,essence,2021,2 roues motrices,19990
peugeot,308,peugeot 308,automatique,Vert,niveau 1,berline,1199,11808,5,5,8,7,131,essence,2021,2 roues motrices,29580
peugeot,3008,peugeot 3008,automatique,Vert,niveau 1,suv-4x4,1598,17935,5,5,8,10,181,hybride rechargeable,2022,2 roues motrices,34880
citroën,c3 aircross,citroën c3 aircross,automatique,Blanc,niveau 2,suv-4x4,1499,19910,5,5,6,6,120,diesel,2021,2 roues motrices,23980
peugeot,2008,peugeot 2008,manuelle,Rouge,niveau 2,suv-4x4,1499,47934,5,5,6,5,102,diesel,2020,2 roues motrices,19990
citroën,c3 aircross,citroën c3 aircross,manuelle,Blanc,niveau 1,suv-4x4,1199,39376,5,5,6,5,110,essence,2019,2 roues motrices,15790
suzuki,vitara,suzuki vitara,manuelle,Blanc,niveau 1,suv-4x4,1586,102400,5,5,5,6,120,essence,2017,4 roues motrices,13780
citroën,c3,citroën c3,manuelle,Vert,niveau 1,citadine,1199,73061,5,5,5,4,82,essence,2019,2 roues motrices,11990
peugeot,2008,peugeot 2008,manuelle,Orange,niveau 1,suv-4x4,1199,60970,5,5,6,7,131,essence,2021,2 roues motrices,21990
citroën,c1,citroën c1,manuelle,Rouge,niveau 1,citadine,998,43168,4,5,5,4,72,essence,2020,2 roues motrices,11490
citroën,c4,citroën c4,automatique,Blanc,niveau 0,berline,0,20600,5,5,0,4,136,electrique,2021,2 roues motrices,26852
citroën,c3 aircross,citroën c3 aircross,automatique,Noir,niveau 1,suv-4x4,1199,900,5,5,6,7,131,essence,2023,2 roues motrices,25990
citroën,c1,citroën c1,manuelle,Blanc,niveau 1,citadine,998,11900,4,5,5,4,72,essence,2021,2 roues motrices,11824
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1598,49500,5,5,8,10,181,hybride rechargeable,2020,2 roues motrices,29852
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,72437,5,5,5,4,82,essence,2018,2 roues motrices,11290
citroën,c3 aircross,citroën c3 aircross,manuelle,Sable,niveau 1,suv-4x4,1199,80300,5,5,5,4,82,essence,2018,2 roues motrices,12439
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,6454,5,5,6,5,110,essence,2020,2 roues motrices,19990
peugeot,3008,peugeot 3008,manuelle,Gris,niveau 1,suv-4x4,1199,40342,5,5,6,7,130,essence,2018,2 roues motrices,22290
peugeot,208,peugeot 208,automatique,Rouge,niveau 1,citadine,1199,19033,5,5,8,6,130,essence,2019,2 roues motrices,21490
peugeot,208,peugeot 208,manuelle,Gris,niveau 2,citadine,1499,12351,5,5,6,5,100,diesel,2022,2 roues motrices,19900
peugeot,2008,peugeot 2008,automatique,Rouge,niveau 1,suv-4x4,1199,26278,5,5,6,6,110,essence,2019,2 roues motrices,17900
peugeot,208,peugeot 208,automatique,Rouge,niveau 0,citadine,0,7513,5,5,1,4,136,electrique,2023,2 roues motrices,30990
opel,astra,opel astra,automatique,Blanc,niveau 2,berline,1498,3500,5,5,8,7,130,diesel,2023,2 roues motrices,32990
opel,corsa,opel corsa,automatique,Gris,niveau 1,citadine,1199,5,5,5,8,5,100,essence,2023,2 roues motrices,23990
peugeot,108,peugeot 108,manuelle,Blanc,niveau 1,citadine,998,20945,4,5,5,4,72,essence,2019,2 roues motrices,10280
peugeot,3008,peugeot 3008,manuelle,Gris,niveau 1,suv-4x4,1199,104000,5,5,6,7,130,essence,2018,2 roues motrices,17990
peugeot,5008,peugeot 5008,automatique,Blanc,niveau 2,suv-4x4,1499,106862,7,5,8,6,130,diesel,2020,2 roues motrices,24990
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1598,77767,5,5,8,10,180,hybride rechargeable,2021,2 roues motrices,32990
peugeot,308,peugeot 308,manuelle,Noir,niveau 1,berline,1199,74313,5,5,6,6,110,essence,2019,2 roues motrices,15289
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,24391,5,5,5,4,83,essence,2020,2 roues motrices,14789
peugeot,208,peugeot 208,manuelle,Jaune,niveau 1,citadine,1199,21579,5,5,6,5,100,essence,2020,2 roues motrices,18990
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,44841,5,5,6,5,100,essence,2021,2 roues motrices,18889
peugeot,partner,peugeot partner,manuelle,Blanc,niveau 2,utilitaire,1499,50738,2,4,6,5,130,diesel,2021,2 roues motrices,20889
peugeot,508,peugeot 508,automatique,Noir,niveau 2,berline,1499,43338,5,5,8,7,130,diesel,2021,2 roues motrices,30990
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,24146,5,5,6,7,130,essence,2020,2 roues motrices,24789
peugeot,3008,peugeot 3008,manuelle,Gris,niveau 1,suv-4x4,1199,53217,5,5,6,7,130,essence,2019,2 roues motrices,23490
peugeot,2008,peugeot 2008,manuelle,Bleu,niveau 1,suv-4x4,1199,18207,5,5,6,7,130,essence,2021,2 roues motrices,24280
peugeot,5008,peugeot 5008,automatique,Gris,niveau 2,suv-4x4,1499,17986,7,5,8,7,130,diesel,2022,2 roues motrices,37490
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,10791,5,5,5,4,75,essence,2022,2 roues motrices,17890
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,8327,5,5,5,4,75,essence,2022,2 roues motrices,17990
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,47842,5,5,6,6,110,essence,2017,2 roues motrices,15490
renault,captur,renault captur,manuelle,Blanc,niveau 1,suv-4x4,899,87831,5,5,5,5,90,essence,2015,2 roues motrices,11490
renault,zoe,renault zoe,automatique,Blanc,niveau 0,citadine,0,21888,5,5,1,4,110,electrique,2020,2 roues motrices,13690
renault,captur,renault captur,automatique,Gris,niveau 1,suv-4x4,1598,11843,5,5,4,5,95,hybride,2022,2 roues motrices,26990
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,14669,5,5,6,5,100,essence,2022,2 roues motrices,18590
peugeot,208,peugeot 208,automatique,Blanc,niveau 1,citadine,1199,20255,5,5,8,6,130,essence,2019,2 roues motrices,23990
peugeot,3008,peugeot 3008,automatique,Gris,niveau 2,suv-4x4,1499,104117,5,5,8,6,130,diesel,2019,2 roues motrices,23490
peugeot,3008,peugeot 3008,automatique,Gris,niveau 2,suv-4x4,1499,7700,5,5,8,7,130,diesel,2023,2 roues motrices,35690
bmw,serie 3,bmw serie 3,automatique,Blanc,niveau 1,berline,1998,109882,5,4,8,8,184,hybride rechargeable,2016,2 roues motrices,21890
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,25155,5,5,5,4,83,essence,2021,2 roues motrices,14900
ford,puma,ford puma,manuelle,Rouge,niveau 1,suv-4x4,999,51264,5,5,6,6,125,essence,2021,2 roues motrices,17950
citroën,c3 aircross,citroën c3 aircross,manuelle,Gris,niveau 1,suv-4x4,1199,30731,5,5,6,6,110,essence,2020,2 roues motrices,17550
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1598,103792,5,5,6,9,165,essence,2018,2 roues motrices,19690
citroën,c3,citroën c3,manuelle,Gris,niveau 2,citadine,1499,28096,5,5,6,5,102,diesel,2021,2 roues motrices,17290
peugeot,208,peugeot 208,manuelle,Jaune,niveau 1,citadine,1199,23000,5,5,5,4,75,essence,2022,2 roues motrices,17490
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,90705,5,5,5,5,110,essence,2015,2 roues motrices,11870
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,61680,5,5,5,4,82,essence,2017,2 roues motrices,10470
citroën,c3,citroën c3,manuelle,Gris,niveau 2,citadine,1499,24228,5,5,6,5,102,diesel,2022,2 roues motrices,16890
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,35996,5,5,5,4,82,essence,2019,2 roues motrices,11970
citroën,c3 aircross,citroën c3 aircross,manuelle,Blanc,niveau 1,suv-4x4,1199,85551,5,5,5,6,110,essence,2018,2 roues motrices,14890
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 2,suv-4x4,1560,64906,5,5,5,5,100,diesel,2017,2 roues motrices,14589
peugeot,208,peugeot 208,automatique,Blanc,niveau 0,citadine,0,31230,5,5,1,4,136,electrique,2021,2 roues motrices,22990
peugeot,208,peugeot 208,manuelle,Blanc,niveau 2,citadine,1499,42290,5,5,6,5,100,diesel,2020,2 roues motrices,14985
peugeot,208,peugeot 208,manuelle,Blanc,niveau 2,citadine,1499,47353,5,5,6,5,100,diesel,2020,2 roues motrices,14785
peugeot,208,peugeot 208,manuelle,Bleu,niveau 1,citadine,1199,100,5,5,6,5,100,essence,2022,2 roues motrices,23890
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1598,25552,5,5,8,10,181,hybride rechargeable,2021,2 roues motrices,32889
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,25142,5,5,5,4,75,essence,2021,2 roues motrices,15990
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 2,suv-4x4,1499,29735,5,5,8,6,131,diesel,2019,2 roues motrices,25990
citroën,c4,citroën c4,manuelle,Gris,niveau 1,berline,1199,34748,5,5,6,7,131,essence,2019,2 roues motrices,20490
peugeot,308,peugeot 308,manuelle,Vert,niveau 1,berline,1199,18641,5,5,6,6,110,essence,2022,2 roues motrices,23490
peugeot,208,peugeot 208,manuelle,Jaune,niveau 1,citadine,1199,20456,5,5,5,4,75,essence,2022,2 roues motrices,17990
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,17415,5,5,6,5,100,essence,2022,2 roues motrices,21990
peugeot,308,peugeot 308,manuelle,Noir,niveau 1,berline,1199,21220,5,5,6,6,110,essence,2022,2 roues motrices,23490
peugeot,208,peugeot 208,manuelle,Jaune,niveau 2,citadine,1499,46575,5,5,6,5,100,diesel,2021,2 roues motrices,15990
citroën,c3,citroën c3,manuelle,Noir,niveau 1,citadine,1199,17919,5,5,5,4,83,essence,2022,2 roues motrices,14980
peugeot,3008,peugeot 3008,manuelle,Noir,niveau 1,suv-4x4,1199,38000,5,5,6,7,130,essence,2019,2 roues motrices,20980
opel,grandland,opel grandland,manuelle,Bleu,niveau 2,suv-4x4,1499,73279,5,5,6,7,130,diesel,2019,2 roues motrices,19980
citroën,c4,citroën c4,manuelle,Gris,niveau 1,berline,1199,25163,5,5,6,7,131,essence,2022,2 roues motrices,23980
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,75448,5,5,5,4,82,essence,2018,2 roues motrices,12990
citroën,berlingo,citroën berlingo,automatique,Blanc,niveau 2,utilitaire,1499,108024,2,4,8,5,130,diesel,2020,2 roues motrices,17480
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,6325,5,5,5,4,83,essence,2021,2 roues motrices,14980
peugeot,108,peugeot 108,manuelle,Blanc,niveau 1,citadine,998,32093,4,5,5,4,72,essence,2021,2 roues motrices,11290
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,21302,5,5,5,4,75,essence,2022,2 roues motrices,17790
citroën,c3 aircross,citroën c3 aircross,manuelle,Rouge,niveau 1,suv-4x4,1199,55150,5,5,6,6,110,essence,2020,2 roues motrices,16790
peugeot,308,peugeot 308,automatique,Blanc,niveau 2,berline,1499,6023,5,5,8,7,130,diesel,2022,2 roues motrices,31990
renault,scenic,renault scenic,manuelle,Noir,niveau 2,monospace,1598,66045,5,5,6,7,130,diesel,2018,2 roues motrices,16990
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,64271,5,5,5,4,82,essence,2018,2 roues motrices,11990
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,68444,5,5,5,4,83,essence,2021,2 roues motrices,13490
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,9793,5,5,6,5,100,essence,2022,2 roues motrices,19990
volkswagen,touran,volkswagen touran,automatique,Noir,niveau 2,monospace,1968,60755,5,5,6,10,190,diesel,2018,2 roues motrices,27490
jaguar,f-pace,jaguar f-pace,automatique,Gris,niveau 2,suv-4x4,1999,125837,5,5,8,10,180,diesel,2019,4 roues motrices,28790
